epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,26.9765,2.14394,3.72728,1.36719,0.6718,0.67908,0.6386,0.24177,1.98414,3.61603,1.4049,0.00152672,0.00152672,0.00152672
19,28.4439,2.10841,3.6903,1.37613,0.76974,0.66941,0.77546,0.31117,1.95663,3.38577,1.38653,0.00151847,0.00151847,0.00151847
20,29.9295,2.10344,3.55789,1.33487,0.78596,0.6844,0.78871,0.31531,1.93666,3.39194,1.36855,0.00151022,0.00151022,0.00151022
21,31.4242,2.16356,3.69088,1.34824,0.8346,0.67863,0.79593,0.32682,1.89404,3.38939,1.38036,0.00150197,0.00150197,0.00150197
22,32.9231,2.10501,3.51494,1.3568,0.74466,0.63217,0.72552,0.27879,2.07657,3.77293,1.43497,0.00149372,0.00149372,0.00149372
23,34.4016,2.127,3.52793,1.33923,0.69608,0.66907,0.7322,0.30433,1.94211,3.35076,1.39057,0.00148546,0.00148546,0.00148546
24,35.8777,2.11121,3.47678,1.34522,0.74508,0.64894,0.7425,0.30642,2.0076,3.55787,1.37691,0.00147721,0.00147721,0.00147721
25,37.355,2.12965,3.67169,1.3635,0.77778,0.67553,0.73784,0.30124,1.95936,3.50979,1.39942,0.00146896,0.00146896,0.00146896
26,38.8393,2.09264,3.45744,1.32498,0.73076,0.78129,0.74264,0.30597,1.94745,3.36246,1.37886,0.00146071,0.00146071,0.00146071
27,40.328,2.08532,3.46705,1.32278,0.65251,0.70656,0.66776,0.25925,1.96719,3.47606,1.38756,0.00145246,0.00145246,0.00145246
28,41.8161,2.09965,3.43233,1.34857,0.7655,0.75665,0.7674,0.32813,1.87717,3.14458,1.36232,0.00144421,0.00144421,0.00144421
29,43.3122,2.06948,3.33582,1.32813,0.86862,0.69596,0.77958,0.32042,1.96058,3.19221,1.38897,0.00143595,0.00143595,0.00143595
30,44.8056,2.10574,3.43655,1.32901,0.70097,0.71193,0.72567,0.30287,1.92068,3.23438,1.37135,0.0014277,0.0014277,0.0014277
31,46.3036,2.0908,3.38951,1.32823,0.71626,0.62677,0.69196,0.26415,2.06433,3.56642,1.39341,0.00141945,0.00141945,0.00141945
32,47.7878,2.05157,3.35326,1.28015,0.69025,0.73516,0.71307,0.30305,1.89821,3.08633,1.3469,0.0014112,0.0014112,0.0014112
33,49.2667,2.08807,3.32836,1.30686,0.7355,0.66121,0.7407,0.28007,1.98699,3.21018,1.37927,0.00140295,0.00140295,0.00140295
34,50.7343,2.05702,3.23991,1.30308,0.77082,0.7828,0.75986,0.31051,1.93601,3.13959,1.37934,0.0013947,0.0013947,0.0013947
35,52.2148,2.06373,3.37193,1.30759,0.73153,0.66528,0.71735,0.31724,1.936,3.37251,1.34795,0.00138644,0.00138644,0.00138644
36,53.6845,2.01277,3.22718,1.28527,0.88151,0.68617,0.81608,0.33615,1.98294,3.23045,1.39759,0.00137819,0.00137819,0.00137819
37,55.1776,2.05899,3.22867,1.29095,0.81822,0.81782,0.83912,0.33449,1.9352,3.10962,1.36874,0.00136994,0.00136994,0.00136994
38,56.6402,2.05124,3.31786,1.31813,0.71459,0.73914,0.76931,0.3326,1.92283,3.29212,1.37357,0.00136169,0.00136169,0.00136169
39,58.1079,2.01278,3.18497,1.31017,0.78539,0.71986,0.80442,0.34985,1.92327,3.16012,1.36116,0.00135344,0.00135344,0.00135344
40,59.61,2.0076,3.07406,1.28364,0.75534,0.7373,0.81295,0.34939,1.94837,3.05653,1.36497,0.00134519,0.00134519,0.00134519
41,61.0756,2.03663,3.09426,1.28812,0.70539,0.83644,0.82201,0.32569,1.89832,2.97249,1.36064,0.00133693,0.00133693,0.00133693
42,62.5328,2.07654,3.29284,1.32966,0.88924,0.71144,0.85749,0.34032,1.88266,2.9648,1.35483,0.00132868,0.00132868,0.00132868
43,64.0023,2.02353,3.22234,1.32861,0.79356,0.6955,0.77063,0.30271,2.00265,3.25915,1.38154,0.00132043,0.00132043,0.00132043
44,65.4619,2.01456,3.13256,1.30322,0.78045,0.66732,0.75478,0.29427,2.07033,3.27731,1.39861,0.00131218,0.00131218,0.00131218
45,66.9403,2.02956,3.11032,1.30153,0.75563,0.73227,0.78329,0.32753,1.9627,3.14396,1.37005,0.00130393,0.00130393,0.00130393
46,68.3993,2.03124,3.10879,1.31477,0.79168,0.7141,0.83151,0.3227,1.99136,3.11841,1.38108,0.00129568,0.00129568,0.00129568
47,69.877,2.01248,3.14012,1.2969,0.84412,0.79015,0.86211,0.36099,1.86857,2.84592,1.36358,0.00128742,0.00128742,0.00128742
48,71.3547,2.02511,3.14546,1.31723,0.7796,0.79884,0.86643,0.37057,1.86214,2.87017,1.36231,0.00127917,0.00127917,0.00127917
49,72.8489,2.00852,3.03232,1.29317,0.74621,0.76783,0.82808,0.35345,1.94995,3.10112,1.37037,0.00127092,0.00127092,0.00127092
50,74.2934,2.01847,3.16325,1.29509,0.81593,0.75117,0.8283,0.35654,1.86263,2.9858,1.35442,0.00126267,0.00126267,0.00126267
51,75.7785,2.02408,3.09611,1.2923,0.8221,0.68109,0.81768,0.31962,1.89586,3.12616,1.37315,0.00125442,0.00125442,0.00125442
52,77.2383,1.99035,3.06911,1.28889,0.74278,0.75884,0.81274,0.35298,1.87303,3.0196,1.34628,0.00124617,0.00124617,0.00124617
53,78.6912,2.01201,3.02125,1.29832,0.76887,0.76776,0.78824,0.33385,1.88054,2.99106,1.35227,0.00123791,0.00123791,0.00123791
54,80.3401,2.02296,3.02675,1.30125,0.74926,0.76684,0.82965,0.32006,1.88938,3.03417,1.3707,0.00122966,0.00122966,0.00122966
55,81.8014,1.99348,3.04033,1.30221,0.79851,0.78042,0.82901,0.34118,1.92772,2.9279,1.36942,0.00122141,0.00122141,0.00122141
56,83.2596,2.01122,3.00269,1.27861,0.89188,0.77415,0.87775,0.35943,1.88305,2.94845,1.35993,0.00121316,0.00121316,0.00121316
57,84.7107,1.96726,2.93816,1.2838,0.83313,0.76024,0.86914,0.35576,1.87681,2.85794,1.35631,0.00120491,0.00120491,0.00120491
58,86.1519,2.02115,3.06054,1.309,0.87385,0.8511,0.91439,0.36808,1.91269,2.76842,1.368,0.00119666,0.00119666,0.00119666
59,87.6295,1.99088,2.99118,1.2837,0.84579,0.80835,0.89807,0.37979,1.86895,2.73503,1.36172,0.0011884,0.0011884,0.0011884
60,89.1315,1.96814,2.96791,1.27819,0.79496,0.78846,0.82481,0.32602,1.92927,2.90475,1.38284,0.00118015,0.00118015,0.00118015
61,90.5854,2.00978,3.00486,1.29508,0.80631,0.80807,0.86032,0.32354,1.91345,3.00686,1.38189,0.0011719,0.0011719,0.0011719
62,92.0553,2.03821,2.98312,1.28193,0.79752,0.76688,0.85896,0.34964,1.8986,2.8417,1.38306,0.00116365,0.00116365,0.00116365
63,93.5204,1.98344,2.97232,1.28402,0.77366,0.83546,0.80878,0.33684,1.91677,2.84675,1.36942,0.0011554,0.0011554,0.0011554
64,94.9806,2.01844,2.95663,1.2833,0.75626,0.77438,0.79435,0.33157,1.96702,2.94081,1.38405,0.00114715,0.00114715,0.00114715
65,96.4467,1.96488,2.93424,1.2715,0.80182,0.76064,0.77139,0.30922,2.06302,3.1744,1.42403,0.00113889,0.00113889,0.00113889
66,97.9068,1.96906,2.86761,1.27584,0.84207,0.79787,0.84672,0.36915,1.94438,2.82004,1.36501,0.00113064,0.00113064,0.00113064
67,99.3683,1.97889,2.92079,1.2826,0.81883,0.76817,0.83612,0.35423,1.92204,2.71454,1.3665,0.00112239,0.00112239,0.00112239
68,100.827,1.9796,2.83967,1.25686,0.74378,0.86522,0.86452,0.354,1.90656,2.82709,1.36311,0.00111414,0.00111414,0.00111414
69,102.293,1.95711,2.87361,1.28559,0.82882,0.78518,0.85063,0.34499,1.90052,2.7965,1.37416,0.00110589,0.00110589,0.00110589
70,103.742,1.98906,2.93391,1.28907,0.77551,0.83457,0.86507,0.35571,1.92154,2.8312,1.38251,0.00109764,0.00109764,0.00109764
71,105.192,1.95034,2.88839,1.30413,0.87705,0.85529,0.91682,0.36855,1.89308,2.6921,1.36433,0.00108938,0.00108938,0.00108938
72,106.663,1.98002,2.86437,1.27621,0.83285,0.82407,0.85938,0.38667,1.91063,2.73399,1.35931,0.00108113,0.00108113,0.00108113
73,108.136,1.9663,2.80305,1.25574,0.7582,0.84707,0.8552,0.3725,1.91986,2.78218,1.37661,0.00107288,0.00107288,0.00107288
74,109.612,1.95444,2.84016,1.28047,0.84923,0.85116,0.88813,0.37042,1.88721,2.66807,1.37275,0.00106463,0.00106463,0.00106463
75,111.079,1.93659,2.82315,1.25903,0.84543,0.82713,0.88941,0.36117,1.97633,2.77699,1.39137,0.00105638,0.00105638,0.00105638
76,112.543,1.97101,2.78725,1.27203,0.80501,0.84574,0.86721,0.34649,2.00632,3.02852,1.39411,0.00104813,0.00104813,0.00104813
77,113.991,1.95963,2.82248,1.28161,0.84139,0.87694,0.88248,0.37564,1.92883,2.75364,1.36293,0.00103987,0.00103987,0.00103987
78,115.451,1.92504,2.76667,1.27428,0.76848,0.86455,0.90182,0.38287,1.9059,2.69213,1.36168,0.00103162,0.00103162,0.00103162
79,116.908,1.97702,2.84559,1.2823,0.80813,0.79673,0.83519,0.35213,1.91435,2.69468,1.36894,0.00102337,0.00102337,0.00102337
80,118.372,1.97371,2.77249,1.25649,0.83211,0.81584,0.85806,0.35565,1.93282,2.62867,1.38025,0.00101512,0.00101512,0.00101512
81,119.838,1.93864,2.7737,1.26924,0.84214,0.79627,0.86083,0.33426,2.00583,2.61852,1.41159,0.00100687,0.00100687,0.00100687
82,121.309,1.97782,2.74427,1.26355,0.80061,0.82184,0.85292,0.34793,1.90026,2.61583,1.35966,0.000998616,0.000998616,0.000998616
83,122.781,1.96626,2.8475,1.26143,0.85519,0.75,0.83708,0.35715,1.90656,2.61103,1.3571,0.000990365,0.000990365,0.000990365
84,124.236,2.00157,2.76107,1.27353,0.79706,0.80009,0.81111,0.35194,1.99911,2.94544,1.40182,0.000982113,0.000982113,0.000982113
85,125.683,1.99329,2.86267,1.29449,0.79428,0.80125,0.80952,0.32519,1.91661,2.84208,1.38767,0.000973861,0.000973861,0.000973861
86,127.325,1.95314,2.78353,1.27406,0.8148,0.81213,0.8646,0.36435,1.86952,2.60619,1.35888,0.00096561,0.00096561,0.00096561
87,128.788,1.94026,2.78198,1.26793,0.80365,0.82402,0.83908,0.35036,1.86985,2.54415,1.36037,0.000957358,0.000957358,0.000957358
88,130.259,1.97226,2.72671,1.26094,0.7713,0.75631,0.77209,0.30628,1.97072,2.64123,1.40696,0.000949106,0.000949106,0.000949106
89,131.728,1.92756,2.71614,1.25928,0.81712,0.75161,0.76829,0.30845,1.94276,2.63147,1.39271,0.000940855,0.000940855,0.000940855
90,133.187,1.94599,2.72262,1.27325,0.83911,0.77885,0.81627,0.33088,1.93789,2.56396,1.39189,0.000932603,0.000932603,0.000932603
91,134.669,1.93398,2.77554,1.26613,0.85809,0.79374,0.84751,0.34794,1.89172,2.50824,1.37261,0.000924352,0.000924352,0.000924352
92,136.157,1.92159,2.70656,1.27191,0.8442,0.80385,0.83473,0.36275,1.8938,2.64988,1.37249,0.0009161,0.0009161,0.0009161
93,137.622,1.941,2.79878,1.28769,0.85749,0.80682,0.86139,0.36896,1.93288,2.69677,1.37455,0.000907848,0.000907848,0.000907848
94,139.108,1.93383,2.71026,1.28378,0.85661,0.78202,0.82917,0.35636,1.9343,2.50052,1.40688,0.000899597,0.000899597,0.000899597
95,140.58,1.94633,2.71419,1.28597,0.84713,0.83777,0.85187,0.35089,2.07563,2.87718,1.41646,0.000891345,0.000891345,0.000891345
96,142.07,1.9312,2.73759,1.2501,0.80523,0.86726,0.88306,0.36332,1.89235,2.60743,1.36448,0.000883093,0.000883093,0.000883093
97,143.532,1.89504,2.64122,1.25531,0.84431,0.83752,0.90435,0.36172,1.93057,2.51456,1.38765,0.000874842,0.000874842,0.000874842
98,144.976,1.8924,2.65659,1.2658,0.8318,0.85138,0.87843,0.3349,1.94045,2.54749,1.39176,0.00086659,0.00086659,0.00086659
99,146.466,1.908,2.6734,1.27329,0.81276,0.80374,0.86893,0.34734,1.8873,2.49364,1.3686,0.000858338,0.000858338,0.000858338
100,147.962,1.94682,2.67598,1.25287,0.76764,0.84131,0.84679,0.36382,1.91804,2.79498,1.38763,0.000850087,0.000850087,0.000850087
101,149.434,1.95302,2.77388,1.27943,0.82457,0.84162,0.88739,0.36053,1.8935,2.59696,1.37859,0.000841835,0.000841835,0.000841835
102,150.904,1.90731,2.68038,1.26314,0.81133,0.84352,0.86382,0.3673,1.97479,2.601,1.41937,0.000833583,0.000833583,0.000833583
103,152.377,1.89943,2.64858,1.27841,0.83377,0.86114,0.88797,0.36969,1.92553,2.66148,1.37994,0.000825332,0.000825332,0.000825332
104,153.851,1.93797,2.66408,1.25541,0.75437,0.85191,0.88637,0.35218,1.89839,2.61263,1.36615,0.00081708,0.00081708,0.00081708
105,155.332,1.89501,2.63405,1.27707,0.87851,0.7756,0.8726,0.34713,1.91745,2.67145,1.37653,0.000808828,0.000808828,0.000808828
106,156.813,1.91323,2.65105,1.24611,0.80589,0.80449,0.82989,0.34783,1.92437,2.60254,1.37537,0.000800577,0.000800577,0.000800577
107,158.277,1.87504,2.61059,1.24421,0.792,0.84947,0.86721,0.34553,2.01163,2.49662,1.43797,0.000792325,0.000792325,0.000792325
108,159.739,1.89706,2.59857,1.25273,0.84344,0.81372,0.86379,0.36094,1.93594,2.49816,1.38848,0.000784073,0.000784073,0.000784073
109,161.185,1.90906,2.66355,1.2809,0.78887,0.82225,0.8603,0.37469,1.98395,2.65404,1.40185,0.000775822,0.000775822,0.000775822
110,162.638,1.86735,2.60602,1.24447,0.7901,0.80068,0.85751,0.36473,1.9559,2.72081,1.39384,0.00076757,0.00076757,0.00076757
111,164.095,1.85958,2.55557,1.25385,0.81648,0.83893,0.86059,0.39105,1.95746,2.51967,1.39681,0.000759318,0.000759318,0.000759318
112,165.59,1.91371,2.60028,1.26639,0.82048,0.83029,0.84985,0.37414,1.92928,2.48623,1.39181,0.000751067,0.000751067,0.000751067
113,167.047,1.89922,2.60948,1.25773,0.78596,0.81737,0.84044,0.33997,1.936,2.59142,1.38395,0.000742815,0.000742815,0.000742815
114,168.519,1.86616,2.55679,1.2265,0.8149,0.85276,0.87721,0.35272,1.8837,2.54925,1.36182,0.000734564,0.000734564,0.000734564
115,169.999,1.8977,2.56773,1.24994,0.87098,0.79791,0.89288,0.3824,1.91731,2.50616,1.37647,0.000726312,0.000726312,0.000726312
116,171.49,1.90298,2.56158,1.24806,0.85578,0.80748,0.8755,0.36856,1.94309,2.60876,1.38636,0.00071806,0.00071806,0.00071806
117,172.994,1.88685,2.60317,1.22139,0.82492,0.78941,0.81862,0.341,1.92481,2.57527,1.38035,0.000709809,0.000709809,0.000709809
118,174.49,1.86998,2.54361,1.2424,0.79309,0.84752,0.86372,0.37093,1.89145,2.45773,1.36854,0.000701557,0.000701557,0.000701557
119,175.993,1.87771,2.55988,1.23128,0.85617,0.82991,0.88584,0.37697,1.8834,2.39608,1.3726,0.000693305,0.000693305,0.000693305
120,177.48,1.87764,2.54256,1.24066,0.80232,0.84181,0.87985,0.36115,1.93175,2.45639,1.40059,0.000685054,0.000685054,0.000685054
121,178.961,1.84799,2.51515,1.24909,0.77096,0.87205,0.86012,0.36442,1.94374,2.50927,1.39348,0.000676802,0.000676802,0.000676802
122,180.619,1.89226,2.59099,1.24739,0.76384,0.8253,0.87417,0.37381,1.94472,2.53476,1.39065,0.00066855,0.00066855,0.00066855
123,182.106,1.91482,2.57792,1.24091,0.81957,0.79566,0.8698,0.3825,1.96444,2.44462,1.40631,0.000660299,0.000660299,0.000660299
124,183.59,1.8659,2.55916,1.24432,0.79124,0.84239,0.86271,0.38895,1.92408,2.55855,1.38143,0.000652047,0.000652047,0.000652047
125,185.065,1.87018,2.56833,1.23382,0.79847,0.83608,0.88839,0.38069,1.91659,2.42529,1.38523,0.000643795,0.000643795,0.000643795
126,186.525,1.86415,2.48306,1.22623,0.84409,0.84637,0.87644,0.367,1.98467,2.40297,1.41847,0.000635544,0.000635544,0.000635544
127,188.015,1.89282,2.50805,1.2559,0.86419,0.82535,0.87445,0.36859,1.93474,2.47836,1.37875,0.000627292,0.000627292,0.000627292
128,189.484,1.86323,2.58729,1.26238,0.76634,0.88874,0.88431,0.38113,1.9199,2.46508,1.38093,0.00061904,0.00061904,0.00061904
129,190.959,1.85194,2.51722,1.24248,0.80399,0.88431,0.87853,0.37622,1.93581,2.45399,1.38909,0.000610789,0.000610789,0.000610789
130,192.432,1.86186,2.50783,1.24387,0.87039,0.80588,0.88644,0.37537,1.92837,2.34027,1.3868,0.000602537,0.000602537,0.000602537
131,193.907,1.88189,2.50249,1.256,0.82782,0.85106,0.86134,0.35212,1.97816,2.3524,1.42614,0.000594286,0.000594286,0.000594286
132,195.374,1.90082,2.49112,1.23334,0.82315,0.82017,0.84404,0.37328,1.94339,2.43031,1.39273,0.000586034,0.000586034,0.000586034
133,196.84,1.87109,2.56477,1.24461,0.79976,0.80079,0.82926,0.38548,1.90249,2.39462,1.38206,0.000577782,0.000577782,0.000577782
134,198.301,1.86355,2.51192,1.25561,0.83089,0.79076,0.86433,0.38312,1.92414,2.42512,1.39348,0.000569531,0.000569531,0.000569531
135,199.784,1.84812,2.48675,1.23645,0.78616,0.85143,0.85681,0.35924,1.89762,2.35813,1.37237,0.000561279,0.000561279,0.000561279
136,201.28,1.85072,2.48041,1.22828,0.85318,0.79699,0.84702,0.39104,1.90745,2.38389,1.37833,0.000553027,0.000553027,0.000553027
137,202.74,1.82811,2.46592,1.23955,0.84574,0.80496,0.85348,0.39694,1.91416,2.40075,1.37773,0.000544776,0.000544776,0.000544776
138,204.226,1.8478,2.45906,1.21044,0.84326,0.78239,0.8479,0.38595,1.93252,2.36013,1.40382,0.000536524,0.000536524,0.000536524
139,205.719,1.85924,2.46776,1.22735,0.78045,0.8265,0.85762,0.36208,1.93898,2.53373,1.39219,0.000528272,0.000528272,0.000528272
140,207.212,1.86511,2.49493,1.2331,0.82033,0.82846,0.88784,0.37481,1.92743,2.45678,1.39211,0.000520021,0.000520021,0.000520021
141,208.68,1.84655,2.45675,1.22013,0.84509,0.81471,0.8913,0.40531,1.94774,2.40115,1.39509,0.000511769,0.000511769,0.000511769
142,210.17,1.8452,2.42929,1.23386,0.84117,0.83262,0.89723,0.40016,1.94171,2.33745,1.39642,0.000503517,0.000503517,0.000503517
143,211.646,1.85606,2.44185,1.22821,0.75115,0.86826,0.85484,0.38384,1.89548,2.32595,1.37737,0.000495266,0.000495266,0.000495266
144,213.103,1.81378,2.42125,1.21681,0.7698,0.87677,0.84445,0.37017,1.94739,2.36413,1.39404,0.000487014,0.000487014,0.000487014
145,214.552,1.81491,2.3716,1.21763,0.80742,0.84176,0.84772,0.3809,1.90177,2.32734,1.37509,0.000478762,0.000478762,0.000478762
146,215.994,1.84349,2.41519,1.222,0.79341,0.83466,0.83559,0.37296,1.99,2.42862,1.41988,0.000470511,0.000470511,0.000470511
147,217.47,1.80297,2.39819,1.20924,0.83086,0.84889,0.88657,0.38665,1.916,2.34623,1.3802,0.000462259,0.000462259,0.000462259
148,218.94,1.80367,2.40053,1.2118,0.78412,0.85766,0.87252,0.39159,1.94371,2.34485,1.39297,0.000454007,0.000454007,0.000454007
149,220.395,1.82164,2.41385,1.20954,0.8335,0.84984,0.88502,0.38152,1.94774,2.40989,1.3938,0.000445756,0.000445756,0.000445756
150,221.864,1.808,2.40973,1.21521,0.82918,0.82212,0.86016,0.38136,1.94173,2.33701,1.39647,0.000437504,0.000437504,0.000437504
151,223.517,1.82765,2.40983,1.23519,0.85212,0.80378,0.86109,0.37251,1.93751,2.36019,1.39567,0.000429253,0.000429253,0.000429253
152,224.967,1.8097,2.40692,1.22518,0.8061,0.86404,0.89222,0.37151,1.92099,2.33458,1.3833,0.000421001,0.000421001,0.000421001
153,226.411,1.79836,2.36498,1.2159,0.76219,0.87589,0.87514,0.37806,1.96098,2.34503,1.41024,0.000412749,0.000412749,0.000412749
154,227.868,1.80312,2.35143,1.20882,0.7813,0.90492,0.89214,0.38347,1.91129,2.31475,1.39143,0.000404498,0.000404498,0.000404498
155,229.332,1.81778,2.40348,1.21385,0.78919,0.86007,0.86105,0.36181,1.96379,2.36461,1.40708,0.000396246,0.000396246,0.000396246
156,230.779,1.80138,2.34047,1.20935,0.78303,0.84861,0.85547,0.36436,1.9131,2.32264,1.38012,0.000387994,0.000387994,0.000387994
157,232.238,1.81339,2.38546,1.21599,0.79142,0.85592,0.86483,0.37407,1.96605,2.41022,1.39893,0.000379743,0.000379743,0.000379743
158,233.689,1.82393,2.36828,1.21494,0.82448,0.83013,0.88551,0.38007,1.92594,2.30344,1.38567,0.000371491,0.000371491,0.000371491
159,235.146,1.80274,2.35545,1.21789,0.78857,0.8036,0.84401,0.38188,1.98349,2.40461,1.41697,0.000363239,0.000363239,0.000363239
160,236.602,1.80059,2.39116,1.21239,0.80235,0.85634,0.85931,0.37815,1.95185,2.36939,1.39686,0.000354988,0.000354988,0.000354988
161,238.07,1.79245,2.34823,1.20865,0.76854,0.83429,0.84861,0.37612,1.97716,2.3147,1.42049,0.000346736,0.000346736,0.000346736
162,239.52,1.7952,2.31452,1.21965,0.79897,0.85492,0.88357,0.39232,1.93586,2.29022,1.39893,0.000338484,0.000338484,0.000338484
163,240.978,1.79786,2.37856,1.23522,0.80923,0.78901,0.8501,0.38212,1.96038,2.31534,1.41345,0.000330233,0.000330233,0.000330233
164,242.424,1.76118,2.33088,1.21255,0.79974,0.78103,0.85001,0.36831,1.96407,2.33451,1.40587,0.000321981,0.000321981,0.000321981
165,243.865,1.7901,2.35815,1.2151,0.80853,0.79443,0.844,0.36413,1.96467,2.31791,1.40629,0.000313729,0.000313729,0.000313729
166,245.301,1.79357,2.34562,1.23118,0.78145,0.79011,0.83676,0.3564,2.05867,2.45203,1.45643,0.000305478,0.000305478,0.000305478
167,246.775,1.77726,2.32229,1.20832,0.80642,0.77948,0.85693,0.37114,1.96245,2.2962,1.42738,0.000297226,0.000297226,0.000297226
168,248.259,1.75287,2.23994,1.19328,0.72315,0.8789,0.85744,0.37215,1.96737,2.31778,1.4264,0.000288974,0.000288974,0.000288974
169,249.744,1.78544,2.3324,1.2018,0.74491,0.83998,0.84407,0.37342,2.00263,2.3587,1.43998,0.000280723,0.000280723,0.000280723
170,251.2,1.7883,2.30554,1.21358,0.7964,0.81826,0.87213,0.39058,1.94088,2.2787,1.41044,0.000272471,0.000272471,0.000272471
171,252.685,1.76571,2.2882,1.17796,0.83696,0.80803,0.89199,0.39509,1.95481,2.28766,1.4141,0.00026422,0.00026422,0.00026422
172,254.146,1.77691,2.32999,1.20164,0.8033,0.83502,0.9013,0.41253,1.92031,2.23005,1.39908,0.000255968,0.000255968,0.000255968
173,255.628,1.77453,2.32443,1.20905,0.81145,0.83023,0.89213,0.39982,1.95218,2.25445,1.40558,0.000247716,0.000247716,0.000247716
174,257.079,1.73882,2.26365,1.17608,0.76171,0.89761,0.8808,0.39278,1.94794,2.27314,1.40449,0.000239465,0.000239465,0.000239465
175,258.54,1.76914,2.28561,1.20573,0.79365,0.80142,0.85119,0.38001,1.95069,2.29054,1.40289,0.000231213,0.000231213,0.000231213
176,260.003,1.77329,2.28251,1.18236,0.80416,0.79804,0.85597,0.36546,1.99379,2.36597,1.42856,0.000222961,0.000222961,0.000222961
177,261.466,1.77709,2.28225,1.18323,0.80864,0.80596,0.85446,0.3814,1.93023,2.25344,1.40028,0.00021471,0.00021471,0.00021471
178,262.924,1.76214,2.28103,1.21482,0.82544,0.78898,0.86001,0.38699,1.95164,2.26916,1.40877,0.000206458,0.000206458,0.000206458
179,264.383,1.76722,2.28203,1.21663,0.77767,0.84812,0.88467,0.38256,1.93538,2.28263,1.39992,0.000198206,0.000198206,0.000198206
180,265.828,1.77599,2.28888,1.20404,0.80142,0.83289,0.8835,0.37627,2.00055,2.33173,1.43722,0.000189955,0.000189955,0.000189955
181,267.276,1.77126,2.283,1.19611,0.79978,0.81557,0.86662,0.38345,1.98327,2.27096,1.43123,0.000181703,0.000181703,0.000181703
182,268.74,1.73498,2.23487,1.1913,0.826,0.83998,0.89349,0.38472,1.94954,2.23324,1.41196,0.000173451,0.000173451,0.000173451
183,270.218,1.77703,2.31037,1.19527,0.82483,0.82802,0.88897,0.38342,1.96984,2.30999,1.41864,0.0001652,0.0001652,0.0001652
184,271.679,1.74577,2.27894,1.18098,0.77565,0.88436,0.89036,0.37461,1.95738,2.29109,1.41118,0.000156948,0.000156948,0.000156948
185,273.329,1.77541,2.28559,1.19051,0.83428,0.80449,0.89308,0.37498,1.94161,2.28584,1.40308,0.000148696,0.000148696,0.000148696
